2.187843248248100281e-02,1.711085438728332520e-03,-2.833891659975051880e-02,-1.737061515450477600e-02,-2.523669973015785217e-03,-1.812234520912170410e-02,6.503321230411529541e-03,-3.886291757225990295e-03,-2.403246238827705383e-03,2.395031228661537170e-02
-1.434082351624965668e-02,2.725173532962799072e-02,1.229000091552734375e-02,3.678187727928161621e-03,-1.225389912724494934e-02,-1.289155334234237671e-02,7.004857063293457031e-03,-1.721275039017200470e-02,-3.152402862906455994e-02,-8.292313665151596069e-03
2.796815708279609680e-02,-1.730554737150669098e-02,-3.252446651458740234e-03,1.835279911756515503e-02,1.398904249072074890e-02,-1.640108786523342133e-02,1.108243316411972046e-02,1.423736289143562317e-02,-2.729200758039951324e-02,5.870763212442398071e-03
-2.270824834704399109e-02,2.625339105725288391e-02,2.819111198186874390e-02,2.549416944384574890e-02,1.784434169530868530e-02,-8.404850959777832031e-03,-3.788733854889869690e-03,2.519861981272697449e-02,1.504015177488327026e-03,3.158833459019660950e-02
1.827947795391082764e-03,1.591769605875015259e-02,-2.084961161017417908e-02,-2.162643708288669586e-02,-2.970169670879840851e-02,4.234351217746734619e-03,-1.135388948023319244e-02,-3.138333186507225037e-02,1.019975915551185608e-02,2.205361425876617432e-02
-3.070196881890296936e-02,3.111929073929786682e-02,1.226466149091720581e-03,3.069446608424186707e-02,-2.685392089188098907e-02,-8.241906762123107910e-04,1.237284019589424133e-02,-1.415130123496055603e-02,7.747374475002288818e-04,2.363531291484832764e-02
-9.463397786021232605e-03,-1.895244047045707703e-02,9.808190166950225830e-03,2.343483269214630127e-02,-2.545596845448017120e-02,2.252326533198356628e-02,2.408824488520622253e-02,-3.315462917089462280e-02,3.326148167252540588e-02,2.176258713006973267e-02
2.682995051145553589e-02,2.902046963572502136e-02,2.408932521939277649e-02,2.070583030581474304e-02,-2.442262694239616394e-02,2.375225350260734558e-02,-1.514487713575363159e-02,2.935820445418357849e-02,-1.462630555033683777e-02,2.565409615635871887e-02
2.455603703856468201e-02,-2.841640077531337738e-02,-2.016989141702651978e-02,-2.568125724792480469e-03,-2.649996429681777954e-02,-2.627930231392383575e-02,1.745006814599037170e-02,2.505078911781311035e-03,-4.089549183845520020e-04,-1.484966650605201721e-02
2.417011559009552002e-02,-2.147220633924007416e-02,-1.613792963325977325e-02,1.248680427670478821e-02,1.657160744071006775e-02,-1.744501292705535889e-02,-1.205146312713623047e-03,-2.623321488499641418e-02,1.595178991556167603e-02,-2.387352287769317627e-04
1.458909735083580017e-02,2.571272104978561401e-02,6.712164729833602905e-03,1.490342617034912109e-02,-6.336342543363571167e-03,-3.064766898751258850e-02,1.350419968366622925e-02,-1.782092079520225525e-02,-6.543682888150215149e-03,9.527679532766342163e-03
1.190723478794097900e-02,2.583280578255653381e-02,8.075278252363204956e-03,-1.228225603699684143e-02,1.621553301811218262e-02,9.020384401082992554e-03,-7.529333233833312988e-03,-6.232952699065208435e-03,-2.372690290212631226e-02,-2.139729261398315430e-02
-2.528156153857707977e-02,-2.666182070970535278e-02,3.100064769387245178e-02,1.525705680251121521e-02,-2.491484023630619049e-02,-2.470185048878192902e-02,1.811072975397109985e-02,-3.134377300739288330e-02,2.499722689390182495e-02,2.581862732768058777e-02
-2.297814190387725830e-02,-8.905347436666488647e-03,-3.040754422545433044e-02,2.829055860638618469e-02,1.687597483396530151e-02,-2.168980613350868225e-02,1.409917324781417847e-02,-1.107580028474330902e-02,-5.095325410366058350e-03,-3.100060112774372101e-02
-3.299522027373313904e-02,-2.289780974388122559e-02,5.616839975118637085e-03,-2.209266647696495056e-02,1.999919116497039795e-02,3.055399283766746521e-02,1.396595314145088196e-02,-1.788092777132987976e-02,-1.600478775799274445e-02,-1.400522887706756592e-03
-8.342042565345764160e-04,-3.316815942525863647e-03,-2.500918507575988770e-02,5.444362759590148926e-03,-1.131270453333854675e-02,-4.680246114730834961e-03,-2.981191687285900116e-02,-2.007503993809223175e-02,-8.202023804187774658e-03,-2.994695492088794708e-02
-1.498287171125411987e-02,7.125783711671829224e-03,-1.900160685181617737e-02,5.089860409498214722e-03,-2.146608941256999969e-02,2.975072711706161499e-03,-2.328063547611236572e-02,-2.448130026459693909e-02,2.320265769958496094e-02,1.135304197669029236e-02
-1.159512437880039215e-02,1.465584337711334229e-02,-1.995962299406528473e-02,-2.080843225121498108e-02,1.588679850101470947e-03,1.718246564269065857e-02,7.937151938676834106e-03,-2.193413674831390381e-02,-2.942254394292831421e-02,2.303105220198631287e-02
-7.806345820426940918e-05,2.937015518546104431e-02,-4.204995930194854736e-04,-1.465577445924282074e-02,1.208720356225967407e-02,-1.361157000064849854e-02,-1.623332872986793518e-02,1.357771456241607666e-02,6.086561828851699829e-03,1.906305551528930664e-03
